Customer Age,Customer Gender,Product Purchased,Ticket Type,Ticket Status,Resolution,Ticket Priority,Ticket Channel,Customer Satisfaction Rating,Response Delay (hrs),Resolution Time (hrs),Age Group
49,0,0,4,0,2601,2,0,3.0,18012.51361111111,0.9833333333333333,2
58,0,23,3,0,2117,1,2,1.0,23956.064166666667,-2.6,3
49,2,32,2,0,1536,0,1,5.0,29370.68138888889,3.3833333333333333,2
34,0,16,3,0,823,3,2,3.0,25530.715,2.25,1
55,2,10,0,0,315,2,3,4.0,28708.84888888889,9.466666666666667,3
37,1,41,1,2,1530,1,3,0.0,24910.665833333333,0.16666666666666666,1
58,2,37,1,0,1320,2,0,5.0,12595.533055555556,-0.11666666666666667,3
55,0,17,3,1,1530,3,2,0.0,21273.225972222222,0.16666666666666666,3
63,0,26,1,2,1530,2,0,0.0,19649.033888888887,0.16666666666666666,4
59,0,5,2,0,1549,1,1,2.0,22884.15111111111,-1.55,3
69,0,3,0,2,1530,0,1,0.0,25073.118333333332,0.16666666666666666,4
44,0,12,1,1,1530,0,3,0.0,21273.225972222222,0.16666666666666666,2
65,0,6,0,2,1530,1,2,0.0,17639.9525,0.16666666666666666,4
39,2,40,3,2,1530,0,3,0.0,14138.253055555555,0.16666666666666666,1
57,1,2,4,0,1339,1,0,2.0,29752.053333333333,0.16666666666666666,3
68,2,24,4,2,1530,0,2,0.0,21809.570277777777,0.16666666666666666,4
68,2,10,4,1,1530,3,3,0.0,21273.225972222222,0.16666666666666666,4
57,2,33,4,2,1530,1,2,0.0,29700.637777777778,0.16666666666666666,3
21,2,29,1,2,1530,3,3,0.0,27746.20472222222,0.16666666666666666,0
46,1,10,2,2,1530,2,0,0.0,12984.955277777777,0.16666666666666666,2
69,1,8,2,1,1530,0,2,0.0,21273.225972222222,0.16666666666666666,4
68,2,31,2,1,1530,3,2,0.0,21273.225972222222,0.16666666666666666,4
41,0,21,1,1,1530,3,3,0.0,21273.225972222222,0.16666666666666666,2
55,1,10,1,2,1530,2,2,0.0,26109.12361111111,0.16666666666666666,3
39,1,9,1,0,2441,2,1,3.0,16794.957222222223,-14.216666666666667,1
55,1,18,3,1,1530,2,1,0.0,21273.225972222222,0.16666666666666666,3
51,1,18,1,2,1530,0,2,0.0,23801.52472222222,0.16666666666666666,3
50,0,35,2,1,1530,1,3,0.0,21273.225972222222,0.16666666666666666,2
56,2,32,3,2,1530,1,2,0.0,18757.975555555557,0.16666666666666666,3
24,1,32,0,1,1530,2,1,0.0,21273.225972222222,0.16666666666666666,0
54,0,22,1,2,1530,1,1,0.0,12688.693055555555,0.16666666666666666,3
63,2,22,4,1,1530,1,0,0.0,21273.225972222222,0.16666666666666666,4
18,1,25,4,1,1530,1,1,0.0,21273.225972222222,0.16666666666666666,5
21,1,12,3,2,1530,0,0,0.0,14981.743888888888,0.16666666666666666,0
26,1,1,1,0,1096,0,1,5.0,22861.260833333334,6.05,0
58,2,40,1,2,1530,2,1,0.0,24524.26111111111,0.16666666666666666,3
22,2,33,4,2,1530,0,2,0.0,24279.361666666668,0.16666666666666666,0
21,2,24,2,0,2606,1,1,4.0,24751.745555555557,7.116666666666666,0
23,1,1,3,0,2673,2,3,5.0,24892.4125,-4.333333333333333,0
70,2,39,3,0,890,1,0,1.0,15171.112777777778,15.216666666666667,4
36,0,13,4,0,2433,2,2,1.0,19544.096388888887,10.016666666666667,1
61,1,41,1,1,1530,0,2,0.0,21273.225972222222,0.16666666666666666,4
56,2,10,0,1,1530,2,2,0.0,21273.225972222222,0.16666666666666666,3
68,0,17,3,0,751,2,1,4.0,19253.548055555555,4.166666666666667,4
47,0,33,2,2,1530,0,2,0.0,26335.965,0.16666666666666666,2
46,2,24,0,1,1530,2,3,0.0,21273.225972222222,0.16666666666666666,2
66,1,6,2,0,1662,3,1,4.0,19382.082222222223,5.65,4
67,1,15,1,2,1530,2,3,0.0,20056.2825,0.16666666666666666,4
48,1,27,3,1,1530,2,3,0.0,21273.225972222222,0.16666666666666666,2
51,2,22,2,1,1530,2,2,0.0,21273.225972222222,0.16666666666666666,3
27,0,10,4,2,1530,1,1,0.0,23908.51638888889,0.16666666666666666,0
50,1,2,4,0,1032,3,2,5.0,26215.699722222223,0.18333333333333332,2
38,0,19,3,1,1530,0,2,0.0,21273.225972222222,0.16666666666666666,1
34,0,1,0,1,1530,1,2,0.0,21273.225972222222,0.16666666666666666,1
18,1,10,1,2,1530,3,2,0.0,19773.650833333333,0.16666666666666666,5
33,0,37,4,0,1915,0,3,1.0,22681.434166666666,13.683333333333334,1
55,1,22,0,1,1530,0,2,0.0,21273.225972222222,0.16666666666666666,3
46,2,21,4,0,1265,1,0,3.0,28825.801944444444,-2.45,2
68,2,7,1,2,1530,3,1,0.0,14318.685555555556,0.16666666666666666,4
54,1,13,2,0,183,0,3,3.0,29327.769166666665,15.716666666666667,3
48,0,22,2,2,1530,3,3,0.0,16784.953055555554,0.16666666666666666,2
30,0,34,1,2,1530,3,1,0.0,16987.92,0.16666666666666666,0
46,1,12,3,1,1530,1,0,0.0,21273.225972222222,0.16666666666666666,2
27,2,3,2,2,1530,3,1,0.0,16430.75388888889,0.16666666666666666,0
29,2,27,0,0,1257,1,1,2.0,22096.1375,-14.783333333333333,0
22,2,38,1,1,1530,1,1,0.0,21273.225972222222,0.16666666666666666,0
35,2,2,4,1,1530,1,3,0.0,21273.225972222222,0.16666666666666666,1
41,1,7,1,2,1530,0,3,0.0,17797.705833333333,0.16666666666666666,2
20,1,4,4,0,627,1,0,3.0,14612.055833333334,-2.65,5
40,0,3,3,1,1530,3,1,0.0,21273.225972222222,0.16666666666666666,1
25,1,28,4,2,1530,2,2,0.0,26376.506666666668,0.16666666666666666,0
57,1,2,2,2,1530,1,2,0.0,24581.556944444445,0.16666666666666666,3
52,0,36,2,2,1530,1,2,0.0,28523.05722222222,0.16666666666666666,3
31,0,9,3,1,1530,1,1,0.0,21273.225972222222,0.16666666666666666,1
64,0,14,2,0,893,1,3,4.0,28543.807777777776,3.0,4
36,0,28,4,1,1530,3,0,0.0,21273.225972222222,0.16666666666666666,1
24,1,14,0,2,1530,1,0,0.0,17682.041944444445,0.16666666666666666,0
26,1,40,0,2,1530,0,0,0.0,19859.425833333335,0.16666666666666666,0
40,2,28,3,1,1530,0,2,0.0,21273.225972222222,0.16666666666666666,1
47,2,16,4,0,374,0,3,1.0,12545.676666666666,-14.966666666666667,2
47,1,19,1,1,1530,2,2,0.0,21273.225972222222,0.16666666666666666,2
65,2,11,4,1,1530,2,0,0.0,21273.225972222222,0.16666666666666666,4
19,2,11,1,2,1530,1,1,0.0,20393.827222222222,0.16666666666666666,5
20,2,5,3,1,1530,0,1,0.0,21273.225972222222,0.16666666666666666,5
25,1,22,0,0,744,1,3,4.0,23385.79472222222,0.8666666666666667,0
59,0,26,0,1,1530,2,2,0.0,21273.225972222222,0.16666666666666666,3
31,1,14,1,2,1530,3,1,0.0,13081.195277777777,0.16666666666666666,1
23,1,8,0,2,1530,3,2,0.0,16838.2625,0.16666666666666666,0
38,0,4,4,0,931,3,1,2.0,17779.213055555556,-7.45,1
39,2,38,3,2,1530,2,0,0.0,20732.88027777778,0.16666666666666666,1
26,1,22,4,1,1530,3,1,0.0,21273.225972222222,0.16666666666666666,0
62,0,6,4,0,23,3,0,3.0,16622.230555555554,-13.833333333333334,4
70,0,5,0,1,1530,1,3,0.0,21273.225972222222,0.16666666666666666,4
23,2,11,1,0,1508,2,2,4.0,25854.265,-6.983333333333333,0
61,0,0,0,0,1619,0,1,2.0,18871.49861111111,3.85,4
49,1,31,0,2,1530,2,3,0.0,26670.698888888888,0.16666666666666666,2
19,2,26,3,2,1530,3,2,0.0,23920.365833333333,0.16666666666666666,5
34,1,1,2,1,1530,1,0,0.0,21273.225972222222,0.16666666666666666,1
34,0,15,2,1,1530,2,3,0.0,21273.225972222222,0.16666666666666666,1
55,0,39,4,0,1684,2,0,1.0,15473.016944444444,-2.216666666666667,3
61,0,29,1,0,1524,2,3,5.0,16621.800277777777,-2.25,4
53,1,30,2,0,1780,2,3,1.0,26861.634166666667,-6.566666666666666,3
54,1,22,2,1,1530,3,0,0.0,21273.225972222222,0.16666666666666666,3
45,2,8,4,2,1530,0,1,0.0,18070.235,0.16666666666666666,2
56,1,13,3,0,172,1,1,1.0,27070.535555555554,14.233333333333333,3
23,2,23,4,1,1530,1,0,0.0,21273.225972222222,0.16666666666666666,0
27,1,7,2,0,1515,3,0,5.0,13153.569444444445,17.783333333333335,0
31,1,20,4,0,1682,1,1,4.0,18703.819722222222,7.45,1
29,2,36,4,1,1530,2,2,0.0,21273.225972222222,0.16666666666666666,0
39,0,8,0,0,2769,1,1,3.0,19740.803888888888,-6.75,1
59,1,7,3,1,1530,3,2,0.0,21273.225972222222,0.16666666666666666,3
47,0,16,3,2,1530,2,3,0.0,23819.855,0.16666666666666666,2
48,0,3,0,0,1443,0,3,1.0,28989.338888888888,-16.85,2
34,1,35,4,0,558,0,3,4.0,20736.07222222222,7.566666666666666,1
30,0,30,4,0,1328,2,0,5.0,22519.12277777778,1.0333333333333334,0
22,0,10,0,2,1530,3,0,0.0,17052.40638888889,0.16666666666666666,0
66,0,39,2,1,1530,2,2,0.0,21273.225972222222,0.16666666666666666,4
30,1,38,1,1,1530,3,1,0.0,21273.225972222222,0.16666666666666666,0
53,1,18,0,2,1530,3,0,0.0,23503.55722222222,0.16666666666666666,3
61,0,41,2,1,1530,2,1,0.0,21273.225972222222,0.16666666666666666,4
50,1,18,1,1,1530,3,3,0.0,21273.225972222222,0.16666666666666666,2
68,2,9,0,2,1530,3,3,0.0,18956.34222222222,0.16666666666666666,4
66,2,27,1,0,153,3,3,3.0,14535.4925,-9.966666666666667,4
56,0,30,3,0,389,3,3,2.0,20495.709722222222,16.283333333333335,3
47,2,2,1,0,524,0,2,1.0,20405.710277777776,1.8666666666666667,2
60,0,12,4,0,1157,2,3,3.0,13261.860277777778,-14.25,3
41,2,30,4,2,1530,3,0,0.0,16133.1275,0.16666666666666666,2
46,2,38,3,2,1530,1,1,0.0,26933.26111111111,0.16666666666666666,2
20,0,18,3,0,1221,0,2,1.0,23072.06166666667,-7.816666666666666,5
63,0,10,3,0,2319,0,0,1.0,17875.095555555556,2.4833333333333334,4
54,1,2,4,1,1530,3,0,0.0,21273.225972222222,0.16666666666666666,3
38,0,0,2,1,1530,0,2,0.0,21273.225972222222,0.16666666666666666,1
47,0,13,0,2,1530,1,3,0.0,16734.196944444444,0.16666666666666666,2
56,2,38,0,0,1093,2,3,5.0,26281.49722222222,12.7,3
52,0,14,1,0,2264,1,2,4.0,28690.714444444446,2.4166666666666665,3
44,1,28,2,2,1530,1,0,0.0,28382.698333333334,0.16666666666666666,2
42,1,4,2,2,1530,3,0,0.0,16122.381944444445,0.16666666666666666,2
45,0,41,4,1,1530,0,1,0.0,21273.225972222222,0.16666666666666666,2
57,1,39,4,2,1530,3,3,0.0,29853.199166666665,0.16666666666666666,3
52,1,23,3,0,1970,0,3,2.0,13549.86638888889,-11.55,3
51,0,18,1,0,1133,0,3,4.0,18118.666666666668,9.283333333333333,3
54,2,15,4,1,1530,0,1,0.0,21273.225972222222,0.16666666666666666,3
56,1,41,3,1,1530,2,0,0.0,21273.225972222222,0.16666666666666666,3
50,2,38,2,1,1530,2,0,0.0,21273.225972222222,0.16666666666666666,2
65,0,31,2,1,1530,1,3,0.0,21273.225972222222,0.16666666666666666,4
56,0,13,3,1,1530,0,1,0.0,21273.225972222222,0.16666666666666666,3
45,1,32,1,2,1530,3,0,0.0,16500.335555555557,0.16666666666666666,2
55,0,27,4,2,1530,1,3,0.0,13333.452777777778,0.16666666666666666,3
49,2,8,4,2,1530,2,3,0.0,25996.78638888889,0.16666666666666666,2
38,1,33,3,1,1530,1,1,0.0,21273.225972222222,0.16666666666666666,1
60,2,0,1,1,1530,0,3,0.0,21273.225972222222,0.16666666666666666,3
36,2,20,3,0,485,0,2,4.0,25049.320833333335,-3.1333333333333333,1
34,0,12,1,2,1530,3,2,0.0,20989.288055555557,0.16666666666666666,1
32,0,6,3,2,1530,1,2,0.0,15222.138333333334,0.16666666666666666,1
24,2,29,3,2,1530,2,0,0.0,20893.422222222223,0.16666666666666666,0
60,0,13,4,1,1530,3,1,0.0,21273.225972222222,0.16666666666666666,3
24,2,25,4,1,1530,1,0,0.0,21273.225972222222,0.16666666666666666,0
34,0,10,1,1,1530,2,3,0.0,21273.225972222222,0.16666666666666666,1
46,1,8,0,0,938,1,0,1.0,18996.790277777778,-10.15,2
26,0,30,0,2,1530,0,1,0.0,29008.12361111111,0.16666666666666666,0
27,1,35,3,0,2145,0,0,1.0,12748.690555555555,-0.6166666666666667,0
39,2,26,1,2,1530,1,3,0.0,25614.274444444443,0.16666666666666666,1
18,0,21,4,0,1560,2,3,2.0,22112.041666666668,4.266666666666667,5
68,1,11,2,0,70,2,1,2.0,27123.35861111111,2.35,4
57,0,18,0,0,912,2,3,4.0,17170.292222222222,-11.583333333333334,3
31,1,19,0,1,1530,1,3,0.0,21273.225972222222,0.16666666666666666,1
27,0,14,3,0,2394,1,1,4.0,17097.143055555556,4.9,0
41,1,17,3,1,1530,2,0,0.0,21273.225972222222,0.16666666666666666,2
38,1,14,2,2,1530,3,0,0.0,25073.326666666668,0.16666666666666666,1
45,2,38,4,2,1530,1,2,0.0,27259.676944444444,0.16666666666666666,2
55,0,19,2,0,467,0,1,4.0,27507.810833333333,-5.0,3
29,1,6,0,0,881,1,3,5.0,15240.81111111111,18.333333333333332,0
64,0,32,2,1,1530,2,1,0.0,21273.225972222222,0.16666666666666666,4
50,0,0,4,0,1935,3,3,1.0,14616.962222222222,11.116666666666667,2
54,2,9,1,2,1530,0,2,0.0,17266.579166666666,0.16666666666666666,3
69,2,22,3,0,2731,3,3,5.0,14335.146388888888,-8.533333333333333,4
50,2,33,1,2,1530,1,3,0.0,14831.613611111112,0.16666666666666666,2
27,0,31,4,1,1530,3,0,0.0,21273.225972222222,0.16666666666666666,0
22,0,22,0,1,1530,1,2,0.0,21273.225972222222,0.16666666666666666,0
69,1,41,3,0,2335,3,0,4.0,21743.430555555555,4.366666666666666,4
45,1,29,1,0,1908,1,3,4.0,14949.614444444445,-0.35,2
33,2,41,0,1,1530,0,2,0.0,21273.225972222222,0.16666666666666666,1
65,1,9,0,2,1530,2,3,0.0,27140.331388888888,0.16666666666666666,4
61,0,37,1,1,1530,3,2,0.0,21273.225972222222,0.16666666666666666,4
68,2,35,0,0,2279,1,2,5.0,26931.98222222222,14.5,4
68,0,12,1,0,2194,2,1,5.0,21017.449722222223,-15.066666666666666,4
38,1,28,2,2,1530,3,0,0.0,25644.583333333332,0.16666666666666666,1
63,0,26,3,0,2624,2,2,4.0,26817.966944444444,3.9166666666666665,4
68,1,15,4,2,1530,0,2,0.0,13602.200833333334,0.16666666666666666,4
58,1,17,0,1,1530,0,2,0.0,21273.225972222222,0.16666666666666666,3
18,2,26,3,0,851,0,3,2.0,17011.051666666666,-19.366666666666667,5
53,0,18,4,1,1530,2,3,0.0,21273.225972222222,0.16666666666666666,3
39,0,41,3,1,1530,0,2,0.0,21273.225972222222,0.16666666666666666,1
52,2,14,3,1,1530,0,2,0.0,21273.225972222222,0.16666666666666666,3
65,2,14,1,1,1530,3,1,0.0,21273.225972222222,0.16666666666666666,4
34,2,20,2,1,1530,1,0,0.0,21273.225972222222,0.16666666666666666,1
70,0,1,3,0,372,2,2,3.0,22860.520833333332,-1.2333333333333334,4
27,2,21,2,0,83,3,0,2.0,21422.37138888889,-15.166666666666666,0
52,1,28,2,1,1530,3,2,0.0,21273.225972222222,0.16666666666666666,3
26,1,12,1,2,1530,3,1,0.0,18532.771666666667,0.16666666666666666,0
43,2,14,3,2,1530,3,2,0.0,13480.655555555555,0.16666666666666666,2
31,2,17,4,2,1530,3,3,0.0,13541.189444444444,0.16666666666666666,1
42,2,20,3,0,1945,1,0,3.0,15076.589722222223,17.016666666666666,2
49,2,35,3,1,1530,1,2,0.0,21273.225972222222,0.16666666666666666,2
20,1,24,2,1,1530,2,1,0.0,21273.225972222222,0.16666666666666666,5
50,0,24,0,1,1530,3,2,0.0,21273.225972222222,0.16666666666666666,2
61,1,2,0,1,1530,3,2,0.0,21273.225972222222,0.16666666666666666,4
53,2,18,3,1,1530,0,1,0.0,21273.225972222222,0.16666666666666666,3
41,1,3,1,1,1530,2,3,0.0,21273.225972222222,0.16666666666666666,2
39,1,0,3,2,1530,3,3,0.0,25680.4925,0.16666666666666666,1
53,0,31,4,0,940,2,1,2.0,19691.809444444443,1.1666666666666667,3
24,1,37,0,0,905,3,1,5.0,27174.00972222222,9.8,0
39,1,9,0,2,1530,1,3,0.0,25152.326944444445,0.16666666666666666,1
54,0,13,3,0,1961,3,0,2.0,14152.410833333333,4.216666666666667,3
59,1,3,1,0,1462,3,0,4.0,14582.244166666667,7.1,3
57,1,9,3,1,1530,1,1,0.0,21273.225972222222,0.16666666666666666,3
21,1,20,0,0,529,2,1,2.0,25380.245277777776,-7.65,0
54,1,7,3,2,1530,1,1,0.0,29546.762222222223,0.16666666666666666,3
25,1,24,0,2,1530,1,0,0.0,21052.929444444446,0.16666666666666666,0
25,1,39,0,2,1530,2,0,0.0,14613.829444444444,0.16666666666666666,0
62,1,5,2,0,575,1,1,4.0,28796.31333333333,-13.366666666666667,4
29,0,11,2,0,728,1,0,2.0,14096.31361111111,-8.566666666666666,0
33,2,38,3,2,1530,0,1,0.0,21137.130833333333,0.16666666666666666,1
37,0,24,3,1,1530,3,2,0.0,21273.225972222222,0.16666666666666666,1
21,2,37,3,2,1530,2,0,0.0,16674.198055555556,0.16666666666666666,0
27,0,38,3,0,1660,0,0,2.0,20972.465277777777,-9.083333333333334,0
20,0,25,3,0,2425,2,2,1.0,23802.1825,2.683333333333333,5
46,0,23,2,1,1530,3,1,0.0,21273.225972222222,0.16666666666666666,2
51,1,25,4,0,2331,3,3,3.0,21979.55,-0.35,3
30,1,31,1,0,2187,3,0,5.0,18055.300277777777,3.45,0
56,2,28,1,1,1530,3,2,0.0,21273.225972222222,0.16666666666666666,3
20,0,2,3,1,1530,1,0,0.0,21273.225972222222,0.16666666666666666,5
41,1,10,3,0,157,2,2,1.0,26172.934444444443,6.7,2
31,2,39,4,0,506,1,2,1.0,21037.168055555554,-14.55,1
21,0,33,1,1,1530,2,0,0.0,21273.225972222222,0.16666666666666666,0
36,0,0,3,0,2236,0,3,1.0,15763.8525,1.7333333333333334,1
61,0,18,3,1,1530,2,1,0.0,21273.225972222222,0.16666666666666666,4
47,1,39,1,0,1338,0,0,1.0,16530.653333333332,-8.9,2
67,0,4,4,2,1530,0,1,0.0,29678.386666666665,0.16666666666666666,4
60,1,35,4,1,1530,0,2,0.0,21273.225972222222,0.16666666666666666,3
57,2,21,1,1,1530,1,1,0.0,21273.225972222222,0.16666666666666666,3
28,2,1,0,2,1530,0,2,0.0,23902.820833333335,0.16666666666666666,0
34,1,36,2,0,1988,1,1,2.0,29747.721388888887,-6.5,1
39,1,40,4,0,986,3,3,2.0,20389.70527777778,-2.966666666666667,1
68,1,6,0,2,1530,3,3,0.0,29208.672222222223,0.16666666666666666,4
25,0,36,4,0,707,3,0,3.0,18558.856111111112,1.2833333333333334,0
27,1,39,4,2,1530,3,3,0.0,25434.95611111111,0.16666666666666666,0
41,1,17,1,0,420,1,3,5.0,17971.64,-12.15,2
33,1,2,1,1,1530,1,2,0.0,21273.225972222222,0.16666666666666666,1
53,2,33,2,2,1530,1,2,0.0,29732.740833333333,0.16666666666666666,3
56,1,18,3,1,1530,1,1,0.0,21273.225972222222,0.16666666666666666,3
37,1,29,1,1,1530,1,2,0.0,21273.225972222222,0.16666666666666666,1
22,2,40,4,0,1527,1,0,3.0,19808.97527777778,1.4333333333333333,0
22,1,22,4,0,1500,3,0,5.0,16131.259166666667,3.15,0
34,2,11,2,1,1530,0,3,0.0,21273.225972222222,0.16666666666666666,1
63,1,34,0,2,1530,3,0,0.0,25080.959444444445,0.16666666666666666,4
21,2,28,3,2,1530,0,1,0.0,22317.27666666667,0.16666666666666666,0
32,1,30,0,2,1530,1,3,0.0,12527.460555555555,0.16666666666666666,1
36,0,25,2,0,2080,1,1,1.0,24062.394166666665,-8.15,1
53,1,23,3,1,1530,0,2,0.0,21273.225972222222,0.16666666666666666,3
40,1,29,4,1,1530,1,2,0.0,21273.225972222222,0.16666666666666666,1
41,1,3,4,2,1530,0,2,0.0,29884.645277777778,0.16666666666666666,2
44,0,4,0,1,1530,2,2,0.0,21273.225972222222,0.16666666666666666,2
69,1,25,2,0,2586,0,0,5.0,26342.312777777777,-14.483333333333333,4
43,0,18,2,1,1530,3,3,0.0,21273.225972222222,0.16666666666666666,2
29,1,20,0,0,1196,1,3,5.0,26726.963333333333,1.7,0
35,2,8,4,0,982,2,0,3.0,20483.680555555555,7.083333333333333,1
55,2,1,3,1,1530,3,2,0.0,21273.225972222222,0.16666666666666666,3
41,1,39,0,1,1530,2,0,0.0,21273.225972222222,0.16666666666666666,2
69,2,25,3,1,1530,3,0,0.0,21273.225972222222,0.16666666666666666,4
32,1,34,1,2,1530,2,0,0.0,14104.465555555556,0.16666666666666666,1
29,2,3,2,1,1530,2,3,0.0,21273.225972222222,0.16666666666666666,0
50,1,4,2,0,800,3,3,5.0,26081.333333333332,-4.833333333333333,2
52,1,34,3,2,1530,3,3,0.0,18665.883611111112,0.16666666666666666,3
28,1,22,1,2,1530,0,2,0.0,16235.150555555556,0.16666666666666666,0
40,0,27,3,0,1850,2,0,2.0,19921.434166666666,20.75,1
23,2,32,3,0,2544,1,1,5.0,19290.801111111112,-12.866666666666667,0
61,2,18,1,2,1530,1,3,0.0,25222.085,0.16666666666666666,4
57,0,30,3,0,1526,2,0,4.0,21372.085555555557,8.05,3
19,1,4,0,2,1530,0,1,0.0,13320.852777777778,0.16666666666666666,5
36,0,36,2,2,1530,2,3,0.0,18490.269722222223,0.16666666666666666,1
67,0,20,2,2,1530,0,1,0.0,23519.17,0.16666666666666666,4
41,2,12,1,1,1530,0,0,0.0,21273.225972222222,0.16666666666666666,2
48,2,13,2,0,2644,2,2,3.0,24543.454444444444,3.65,2
28,1,34,2,1,1530,1,0,0.0,21273.225972222222,0.16666666666666666,0
22,0,37,1,2,1530,2,2,0.0,21067.488333333335,0.16666666666666666,0
30,2,36,1,1,1530,1,3,0.0,21273.225972222222,0.16666666666666666,0
31,1,29,3,2,1530,1,3,0.0,29000.0225,0.16666666666666666,1
26,1,29,3,1,1530,1,3,0.0,21273.225972222222,0.16666666666666666,0
35,1,34,4,0,1416,1,0,3.0,26016.656666666666,9.5,1
61,2,37,4,2,1530,0,0,0.0,23862.37361111111,0.16666666666666666,4
19,0,23,1,2,1530,2,1,0.0,23966.974166666667,0.16666666666666666,5
45,0,17,3,0,2472,1,3,3.0,26429.007777777777,13.716666666666667,2
66,1,35,4,0,533,2,2,2.0,12887.124722222223,1.7333333333333334,4
63,1,10,4,0,290,0,1,3.0,16075.958611111111,-3.7,4
62,1,35,3,0,1191,3,0,3.0,20810.3925,2.683333333333333,4
56,2,1,3,0,136,2,1,4.0,15845.075833333334,10.6,3
53,0,31,2,1,1530,1,0,0.0,21273.225972222222,0.16666666666666666,3
24,0,29,2,1,1530,3,1,0.0,21273.225972222222,0.16666666666666666,0
37,2,1,4,2,1530,3,1,0.0,14155.21,0.16666666666666666,1
28,2,40,2,2,1530,1,3,0.0,25735.460555555557,0.16666666666666666,0
63,1,0,4,1,1530,0,0,0.0,21273.225972222222,0.16666666666666666,4
40,2,21,1,1,1530,2,2,0.0,21273.225972222222,0.16666666666666666,1
56,0,26,1,1,1530,0,3,0.0,21273.225972222222,0.16666666666666666,3
21,1,25,3,2,1530,0,1,0.0,20767.77888888889,0.16666666666666666,0
34,1,27,4,1,1530,0,0,0.0,21273.225972222222,0.16666666666666666,1
66,1,14,2,1,1530,1,3,0.0,21273.225972222222,0.16666666666666666,4
37,2,24,3,1,1530,1,3,0.0,21273.225972222222,0.16666666666666666,1
69,1,20,4,2,1530,1,1,0.0,25026.31388888889,0.16666666666666666,4
60,1,3,0,2,1530,2,3,0.0,29010.597777777777,0.16666666666666666,3
24,0,22,1,2,1530,1,0,0.0,19804.248055555556,0.16666666666666666,0
55,1,33,0,2,1530,2,3,0.0,20827.615,0.16666666666666666,3
43,0,41,1,1,1530,2,1,0.0,21273.225972222222,0.16666666666666666,2
42,1,0,0,2,1530,3,2,0.0,15589.315555555555,0.16666666666666666,2
52,2,30,3,1,1530,1,3,0.0,21273.225972222222,0.16666666666666666,3
43,2,37,3,0,1428,0,3,1.0,13068.632777777777,0.36666666666666664,2
42,0,39,3,0,112,2,3,1.0,19082.733333333334,-2.25,2
59,0,24,3,0,874,3,2,5.0,16908.950277777778,-1.4833333333333334,3
48,1,3,0,0,2517,3,2,5.0,28634.417222222222,-3.8333333333333335,2
51,1,27,3,2,1530,3,2,0.0,22119.617777777778,0.16666666666666666,3
69,1,22,3,2,1530,1,3,0.0,14996.685,0.16666666666666666,4
61,1,11,0,1,1530,2,3,0.0,21273.225972222222,0.16666666666666666,4
32,2,37,2,1,1530,1,0,0.0,21273.225972222222,0.16666666666666666,1
61,0,36,0,0,1805,0,1,5.0,12747.1025,1.8,4
69,1,18,0,2,1530,1,2,0.0,28774.61972222222,0.16666666666666666,4
28,1,15,4,1,1530,3,3,0.0,21273.225972222222,0.16666666666666666,0
20,0,34,0,2,1530,3,3,0.0,27324.42027777778,0.16666666666666666,5
70,1,39,2,1,1530,0,1,0.0,21273.225972222222,0.16666666666666666,4
30,2,2,3,2,1530,2,3,0.0,25171.254444444443,0.16666666666666666,0
39,1,36,4,2,1530,3,1,0.0,15679.471666666666,0.16666666666666666,1
34,1,41,4,0,450,1,3,1.0,24374.272222222222,1.9,1
54,0,22,0,1,1530,3,2,0.0,21273.225972222222,0.16666666666666666,3
62,1,25,3,2,1530,2,3,0.0,19937.40638888889,0.16666666666666666,4
37,0,12,0,1,1530,1,1,0.0,21273.225972222222,0.16666666666666666,1
38,2,6,0,1,1530,1,2,0.0,21273.225972222222,0.16666666666666666,1
66,0,16,4,0,990,1,3,1.0,29569.640833333335,5.116666666666666,4
55,0,7,0,0,115,1,0,2.0,17297.108055555556,-10.683333333333334,3
31,2,12,1,2,1530,1,1,0.0,27437.624722222223,0.16666666666666666,1
63,2,1,2,0,436,0,3,2.0,20414.708333333332,-2.5166666666666666,4
41,1,38,4,2,1530,2,2,0.0,23063.72527777778,0.16666666666666666,2
23,1,33,2,1,1530,3,0,0.0,21273.225972222222,0.16666666666666666,0
20,1,29,4,2,1530,1,3,0.0,25198.57611111111,0.16666666666666666,5
55,1,35,4,2,1530,2,3,0.0,13552.843333333334,0.16666666666666666,3
64,2,12,1,1,1530,2,0,0.0,21273.225972222222,0.16666666666666666,4
51,2,41,4,1,1530,3,0,0.0,21273.225972222222,0.16666666666666666,3
31,0,3,2,1,1530,0,3,0.0,21273.225972222222,0.16666666666666666,1
51,2,20,4,0,825,0,0,4.0,15551.261388888888,4.383333333333334,3
59,1,9,2,1,1530,0,2,0.0,21273.225972222222,0.16666666666666666,3
28,1,7,0,0,515,3,1,5.0,29488.161944444444,-8.4,0
18,2,19,3,0,2553,2,0,4.0,24311.0625,22.366666666666667,5
50,1,10,3,1,1530,1,3,0.0,21273.225972222222,0.16666666666666666,2
46,0,1,4,1,1530,3,0,0.0,21273.225972222222,0.16666666666666666,2
38,2,24,1,1,1530,3,3,0.0,21273.225972222222,0.16666666666666666,1
18,0,29,1,1,1530,0,0,0.0,21273.225972222222,0.16666666666666666,5
49,0,35,1,1,1530,1,2,0.0,21273.225972222222,0.16666666666666666,2
60,0,9,0,1,1530,0,1,0.0,21273.225972222222,0.16666666666666666,3
